date,product,region,quantity,sales,profit
2023-09-25,Tablet,India,2,4440,1306
2023-09-25,Laptop,Germany,7,8373,1977
2023-09-25,Camera,India,8,7876,2093
2023-09-25,Headphones,Germany,9,20771,5485
2023-09-26,Tablet,USA,9,18769,2765
2023-09-26,Camera,UK,8,28027,4983
2023-09-26,Laptop,Germany,10,2527,715
2023-09-27,Smartwatch,UK,10,32014,4564
2023-09-27,Laptop,Canada,9,23878,6220
2023-09-27,Tablet,UK,1,11540,2722
2023-09-27,Mobile,Canada,1,11358,2769
2023-09-27,Laptop,Germany,6,39019,4257
2023-09-28,Tablet,Germany,4,43710,8085
2023-09-28,Laptop,Germany,4,32505,6504
2023-09-28,Laptop,Germany,7,30936,6494
2023-09-28,Laptop,USA,1,42336,8968
2023-09-28,Mobile,Canada,3,19170,3312
2023-09-29,Tablet,Canada,6,40583,6470
2023-09-29,Smartwatch,India,9,39953,6055
2023-09-29,Mobile,India,7,21972,5687
2023-09-29,Tablet,Germany,4,24843,5352
2023-09-29,Camera,USA,10,28522,4911
2023-09-30,Tablet,Canada,9,29620,5835
2023-09-30,Headphones,Canada,4,46981,13013
2023-09-30,Headphones,UK,3,29348,3146
2023-10-01,Mobile,UK,10,37513,10713
2023-10-01,Camera,UK,10,26639,4040
2023-10-01,Laptop,UK,6,39297,4463
2023-10-02,Smartwatch,India,8,15504,1817
2023-10-02,Laptop,UK,5,24327,4146
2023-10-02,Camera,India,9,15668,3857
2023-10-02,Headphones,Canada,1,6675,788
2023-10-03,Mobile,USA,5,3540,908
2023-10-03,Tablet,Canada,3,47881,13920
2023-10-03,Tablet,Canada,3,49942,11814
2023-10-03,Camera,USA,7,34580,5787
2023-10-04,Camera,USA,10,35456,7205
2023-10-04,Tablet,USA,9,29166,8744
2023-10-04,Tablet,UK,10,44165,5303
2023-10-04,Tablet,Germany,9,23756,4509
2023-10-04,Smartwatch,Canada,8,44143,7630
2023-10-05,Laptop,UK,7,35841,6217
2023-10-05,Tablet,India,1,34333,9740
2023-10-05,Laptop,USA,10,8874,1679
2023-10-05,Smartwatch,India,8,8682,1733
2023-10-06,Laptop,India,5,45599,13194
2023-10-06,Mobile,USA,2,28398,5405
2023-10-06,Headphones,UK,9,5902,1416
2023-10-06,Camera,Canada,9,41030,8639
2023-10-06,Laptop,USA,3,25243,3031
2023-10-07,Mobile,UK,4,47323,10469
2023-10-07,Laptop,USA,10,6535,1313
2023-10-07,Mobile,India,1,23487,4045
2023-10-08,Headphones,India,10,9630,1964
2023-10-08,Laptop,India,1,48102,14166
2023-10-08,Camera,Canada,8,15238,2236
2023-10-09,Tablet,Germany,6,13506,2199
2023-10-09,Smartwatch,Germany,8,2139,374
2023-10-09,Headphones,USA,6,17604,4278
2023-10-09,Camera,USA,3,17554,2473
2023-10-09,Smartwatch,UK,4,13304,2137
2023-10-10,Headphones,Germany,10,2078,616
2023-10-10,Laptop,India,6,41032,12034
2023-10-10,Tablet,UK,7,31674,5172
2023-10-11,Laptop,USA,9,28831,4301
2023-10-11,Tablet,India,7,46809,7737
2023-10-11,Laptop,Germany,9,49282,10334
2023-10-11,Mobile,India,10,5843,1439
2023-10-11,Headphones,USA,3,13874,3913
2023-10-11,Tablet,UK,6,29715,4226
2023-10-12,Smartwatch,UK,1,31630,6402
2023-10-12,Laptop,Canada,9,1910,532
2023-10-12,Smartwatch,India,2,15946,2042
2023-10-12,Headphones,UK,3,23113,5375
2023-10-12,Headphones,UK,8,1179,193
2023-10-12,Camera,USA,3,42928,11786
2023-10-13,Camera,USA,8,18529,4120
2023-10-13,Smartwatch,USA,2,30761,3312
2023-10-13,Mobile,Canada,6,35861,6299
2023-10-13,Camera,UK,10,15196,1529
2023-10-13,Headphones,Canada,4,48534,13265
2023-10-13,Camera,USA,3,24051,5480
2023-10-14,Mobile,Canada,10,35749,6774
2023-10-14,Smartwatch,India,10,35710,7601
2023-10-14,Tablet,India,9,34267,8931
2023-10-15,Laptop,Canada,3,46975,9448
2023-10-15,Camera,India,9,24483,7056
2023-10-15,Mobile,UK,3,16377,4390
2023-10-15,Smartwatch,Germany,4,24697,5811
2023-10-16,Smartwatch,India,10,20198,5180
2023-10-16,Mobile,UK,7,42162,7870
2023-10-16,Smartwatch,Germany,5,29037,6732
2023-10-16,Camera,USA,5,30902,6523
2023-10-17,Laptop,Germany,4,31666,4262
2023-10-17,Smartwatch,Germany,6,49077,5313
2023-10-17,Laptop,Germany,4,31745,7005
2023-10-17,Camera,Germany,10,21317,5530
2023-10-17,Headphones,UK,4,19845,2179
2023-10-17,Smartwatch,UK,6,42899,8789
2023-10-18,Headphones,USA,10,45830,7637
2023-10-18,Camera,India,7,7819,1635
2023-10-18,Laptop,Canada,10,8540,2233
2023-10-18,Mobile,Germany,6,19014,3990
2023-10-18,Camera,UK,4,4810,650
2023-10-18,Mobile,Germany,9,17449,2015
2023-10-19,Camera,USA,7,32755,3354
2023-10-19,Headphones,India,5,10225,2859
2023-10-19,Tablet,UK,8,44976,5433
2023-10-19,Headphones,UK,7,16543,4049
2023-10-19,Headphones,UK,7,39815,8700
2023-10-20,Headphones,India,5,35545,5255
2023-10-20,Tablet,Germany,8,42337,9232
2023-10-20,Tablet,UK,1,28588,3714
2023-10-21,Mobile,USA,7,39644,8095
2023-10-21,Camera,USA,10,4681,1078
2023-10-21,Camera,UK,2,16155,2651
2023-10-22,Laptop,Germany,4,11020,2523
2023-10-22,Tablet,USA,9,41734,6463
2023-10-22,Camera,UK,7,31073,4192
2023-10-22,Smartwatch,India,5,16309,3628
2023-10-22,Laptop,Germany,3,30015,8867
2023-10-23,Camera,Canada,10,16702,5000
2023-10-23,Mobile,India,7,10089,1952
2023-10-23,Headphones,USA,1,1574,297
2023-10-23,Tablet,Canada,9,39632,5689
2023-10-23,Mobile,India,1,43049,8624
2023-10-23,Tablet,Germany,9,27849,5947
2023-10-24,Headphones,India,4,2298,660
2023-10-24,Headphones,Germany,6,21554,2904
2023-10-24,Headphones,Germany,9,27842,5794
2023-10-24,Headphones,Germany,3,34482,8207
2023-10-24,Tablet,UK,5,25325,3386
2023-10-25,Headphones,UK,3,13298,3196
2023-10-25,Laptop,USA,5,47199,11358
2023-10-25,Tablet,India,3,33402,9778
2023-10-25,Camera,India,4,10840,1588
2023-10-25,Tablet,USA,6,20091,5374
2023-10-25,Laptop,India,3,22497,6088
2023-10-26,Laptop,India,10,21800,3056
2023-10-26,Tablet,USA,9,4198,795
2023-10-26,Camera,Germany,2,1341,356
2023-10-26,Laptop,India,8,21894,6172
2023-10-26,Smartwatch,Germany,6,35067,5402
2023-10-26,Headphones,Canada,2,36907,6711
2023-10-27,Camera,UK,5,32265,9168
2023-10-27,Mobile,UK,9,19428,5619
2023-10-27,Smartwatch,USA,7,46862,11000
2023-10-27,Tablet,UK,2,18158,4497
2023-10-27,Tablet,Canada,10,21181,4324
2023-10-27,Smartwatch,India,1,13579,1746
2023-10-28,Smartwatch,USA,10,26395,5813
2023-10-28,Camera,India,6,38443,9696
2023-10-28,Mobile,Canada,2,43806,12470
2023-10-28,Camera,Canada,6,4518,826
2023-10-28,Tablet,India,4,18609,3915
2023-10-29,Mobile,Canada,10,32254,5656
2023-10-29,Camera,Germany,2,22265,2373
2023-10-29,Laptop,India,10,35694,5402
2023-10-30,Headphones,USA,4,36653,9816
2023-10-30,Smartwatch,Germany,6,22499,6502
2023-10-30,Smartwatch,India,5,21087,5700
2023-10-30,Headphones,India,9,5147,961
2023-10-30,Mobile,USA,3,32538,3728
2023-10-31,Camera,USA,9,34043,6531
2023-10-31,Mobile,Germany,3,48943,9592
2023-10-31,Laptop,USA,3,15223,2415
2023-11-01,Camera,Canada,7,42581,4997
2023-11-01,Smartwatch,USA,2,28438,7421
2023-11-01,Camera,Canada,10,21941,2888
2023-11-01,Mobile,UK,10,39592,10712
2023-11-02,Camera,Germany,7,14519,1543
2023-11-02,Mobile,Germany,6,2312,277
2023-11-02,Smartwatch,USA,5,37913,5507
2023-11-03,Camera,Canada,2,32176,4419
2023-11-03,Mobile,UK,10,1368,220
2023-11-03,Mobile,India,9,7930,1606
2023-11-03,Mobile,India,7,27175,4990
2023-11-03,Tablet,Canada,6,6060,1144
2023-11-03,Headphones,UK,5,10594,1581
2023-11-04,Camera,USA,5,49714,11614
2023-11-04,Camera,India,8,42118,9726
2023-11-04,Laptop,USA,4,14931,1502
2023-11-04,Laptop,UK,9,7561,1745
2023-11-04,Tablet,USA,8,6082,951
2023-11-04,Tablet,Germany,10,29403,7206
2023-11-05,Tablet,India,6,38314,8127
2023-11-05,Laptop,UK,8,8339,2421
2023-11-05,Smartwatch,Canada,1,22797,5208
2023-11-05,Tablet,Germany,3,1479,154
2023-11-05,Headphones,Canada,5,40540,9508
2023-11-06,Smartwatch,Germany,7,26171,3730
2023-11-06,Headphones,India,9,29300,5945
2023-11-06,Laptop,Germany,8,14236,3538
2023-11-07,Smartwatch,Germany,9,40284,7865
2023-11-07,Smartwatch,Canada,10,17830,2339
2023-11-07,Tablet,India,9,24828,5013
2023-11-07,Mobile,USA,1,27850,3448
2023-11-07,Camera,USA,6,40128,6062
2023-11-07,Laptop,India,9,14479,3723
2023-11-08,Laptop,Canada,6,36631,6500
2023-11-08,Tablet,India,3,30386,7570
2023-11-08,Tablet,USA,5,15511,2380
2023-11-08,Smartwatch,USA,10,1231,224
2023-11-08,Camera,USA,10,31060,6215
2023-11-08,Tablet,USA,10,6131,1005
2023-11-09,Mobile,Canada,8,39742,9303
2023-11-09,Tablet,India,8,10995,2495
2023-11-09,Camera,USA,9,38016,10586
2023-11-09,Laptop,Canada,3,26098,7010
2023-11-10,Smartwatch,Canada,9,25540,7298
2023-11-10,Tablet,USA,2,37063,9679
2023-11-10,Mobile,Canada,8,30338,3745
2023-11-10,Smartwatch,Germany,3,37315,6443
2023-11-11,Smartwatch,USA,2,5182,1109
2023-11-11,Mobile,Canada,1,5664,1142
2023-11-11,Headphones,Germany,2,19903,2970
2023-11-11,Headphones,Canada,1,24547,3464
2023-11-11,Smartwatch,Canada,5,20476,3009
2023-11-12,Laptop,UK,4,14702,1631
2023-11-12,Tablet,India,4,41084,9989
2023-11-12,Camera,UK,1,3513,676
2023-11-12,Camera,India,7,5330,1059
2023-11-13,Tablet,Canada,7,37401,8098
2023-11-13,Smartwatch,Canada,10,24407,6305
2023-11-13,Mobile,India,2,40564,9745
2023-11-14,Laptop,India,1,14576,2647
2023-11-14,Camera,Canada,7,27987,7548
2023-11-14,Camera,USA,3,21937,3357
2023-11-14,Mobile,UK,4,44494,5742
2023-11-15,Mobile,UK,2,21862,3620
2023-11-15,Camera,Germany,1,7585,1318
2023-11-15,Laptop,Canada,7,39006,8134
2023-11-15,Mobile,Germany,7,39725,10490
2023-11-15,Headphones,UK,6,1568,230
2023-11-16,Tablet,India,3,7353,1544
2023-11-16,Camera,Canada,8,19228,2928
2023-11-16,Smartwatch,Germany,8,48391,14066
2023-11-16,Headphones,India,7,3285,661
2023-11-17,Smartwatch,Canada,10,27207,5747
2023-11-17,Tablet,Germany,9,32375,7067
2023-11-17,Tablet,Canada,3,34537,9045
2023-11-18,Tablet,Canada,9,27579,8266
2023-11-18,Mobile,Germany,1,32378,9157
2023-11-18,Headphones,UK,7,2608,629
2023-11-19,Mobile,Germany,2,36328,4293
2023-11-19,Camera,USA,6,46343,8608
2023-11-19,Smartwatch,Germany,7,42385,4812
2023-11-19,Laptop,India,8,42824,9448
2023-11-19,Mobile,India,6,49897,9847
2023-11-20,Laptop,India,4,22209,5167
2023-11-20,Laptop,USA,8,24600,4929
2023-11-20,Mobile,UK,5,36439,8580
2023-11-20,Laptop,India,7,39646,8498
2023-11-20,Headphones,Canada,3,36612,7243
2023-11-21,Headphones,USA,6,35809,5500
2023-11-21,Tablet,USA,6,30556,4678
2023-11-21,Headphones,Canada,9,23107,4875
2023-11-21,Laptop,UK,5,48551,12464
2023-11-21,Tablet,Canada,10,47612,13380
2023-11-21,Mobile,Germany,5,22161,4503
2023-11-22,Tablet,Germany,4,3246,473
2023-11-22,Laptop,USA,1,33616,4886
2023-11-22,Laptop,India,4,23266,2797
2023-11-23,Camera,Canada,7,31872,3357
2023-11-23,Smartwatch,UK,1,22601,2595
2023-11-23,Tablet,USA,6,49394,10019
2023-11-23,Laptop,USA,9,19696,5680
2023-11-23,Headphones,Canada,7,28974,3479
2023-11-23,Smartwatch,Germany,6,35386,4666
2023-11-24,Tablet,UK,6,5116,1451
2023-11-24,Tablet,UK,9,9102,1510
2023-11-24,Headphones,Germany,10,44973,5555
2023-11-24,Laptop,UK,6,18275,2415
2023-11-24,Tablet,India,2,17670,4440
2023-11-24,Headphones,UK,2,33361,5902
2023-11-25,Headphones,UK,6,12461,2320
2023-11-25,Camera,UK,1,13515,1411
2023-11-25,Laptop,USA,7,47193,12945
2023-11-26,Headphones,USA,7,38965,5696
2023-11-26,Smartwatch,Germany,2,44230,5488
2023-11-26,Laptop,USA,10,19225,5476
2023-11-26,Laptop,UK,8,37785,8960
2023-11-26,Smartwatch,UK,4,4966,860
2023-11-27,Tablet,India,1,3881,833
2023-11-27,Headphones,USA,1,9181,1118
2023-11-27,Smartwatch,India,8,37741,7084
2023-11-27,Laptop,India,1,25682,7049
2023-11-28,Laptop,UK,3,2575,694
2023-11-28,Laptop,UK,6,35841,4135
2023-11-28,Laptop,USA,10,45338,10922
2023-11-28,Tablet,Germany,7,7338,1400
2023-11-29,Smartwatch,Canada,10,1342,156
2023-11-29,Tablet,India,1,2220,570
2023-11-29,Laptop,USA,4,35165,5634
2023-11-29,Mobile,UK,5,18811,4491
2023-11-30,Camera,Germany,2,6035,1586
2023-11-30,Mobile,USA,7,45477,12690
2023-11-30,Laptop,India,7,7658,2076
2023-11-30,Tablet,India,9,42473,9234
2023-11-30,Laptop,India,8,48009,6479
2023-11-30,Headphones,USA,4,38434,4115
2023-12-01,Tablet,USA,7,6209,1018
2023-12-01,Headphones,USA,6,25978,5382
2023-12-01,Camera,Canada,6,19564,2441
2023-12-01,Headphones,Germany,5,7737,802
2023-12-02,Headphones,India,10,31058,3571
2023-12-02,Headphones,India,3,11192,2695
2023-12-02,Camera,India,8,5031,1381
2023-12-02,Mobile,India,6,43412,9225
2023-12-03,Tablet,Germany,8,32822,7508
2023-12-03,Mobile,USA,8,10100,2412
2023-12-03,Tablet,UK,1,44476,9341
2023-12-03,Headphones,Canada,6,37126,8048
2023-12-04,Headphones,Canada,4,43593,11159
2023-12-04,Smartwatch,Germany,4,24187,3833
2023-12-04,Mobile,Canada,7,47241,7401
2023-12-04,Headphones,India,9,13439,2742
2023-12-04,Smartwatch,UK,4,11563,2220
2023-12-04,Tablet,Canada,3,46174,9583
2023-12-05,Camera,Canada,2,16868,2571
2023-12-05,Laptop,UK,5,16458,3591
2023-12-05,Smartwatch,USA,8,27893,3566
2023-12-05,Mobile,USA,4,13592,1991
2023-12-05,Headphones,USA,8,29047,5857
2023-12-05,Laptop,Canada,3,2423,377
2023-12-06,Headphones,UK,9,9877,2072
2023-12-06,Mobile,Germany,10,14048,3636
2023-12-06,Smartwatch,Germany,8,35481,9984
2023-12-06,Smartwatch,USA,1,5583,1050
2023-12-06,Mobile,Canada,3,2618,583
2023-12-07,Headphones,USA,1,17153,4046
2023-12-07,Laptop,UK,2,19778,5504
2023-12-07,Smartwatch,India,1,26413,4177
2023-12-07,Laptop,UK,7,25669,7616
2023-12-07,Tablet,Germany,9,10402,2206
2023-12-08,Headphones,USA,3,13786,3762
2023-12-08,Headphones,Canada,4,10004,1833
2023-12-08,Smartwatch,Canada,1,28642,6842
2023-12-08,Smartwatch,India,2,16646,1812
2023-12-08,Camera,Germany,9,46899,4985
2023-12-09,Smartwatch,Germany,3,31628,7353
2023-12-09,Tablet,Canada,9,36335,7999
2023-12-09,Mobile,USA,5,8191,2181
2023-12-09,Tablet,UK,8,18147,2188
2023-12-10,Mobile,USA,10,11910,3547
2023-12-10,Mobile,UK,1,15320,1841
2023-12-10,Camera,Canada,10,11854,1536
2023-12-10,Laptop,India,4,1731,339
2023-12-11,Tablet,India,1,1388,341
2023-12-11,Laptop,UK,6,29814,3405
2023-12-11,Laptop,Germany,10,47436,13617
2023-12-11,Headphones,Germany,10,41524,8701
2023-12-11,Tablet,India,5,39382,8240
2023-12-11,Mobile,Germany,1,49618,8206
2023-12-12,Tablet,UK,6,38868,10847
2023-12-12,Tablet,UK,3,19194,3168
2023-12-12,Tablet,USA,1,22940,5510
2023-12-12,Camera,Canada,4,10587,1836
2023-12-12,Camera,Germany,9,10943,1425
2023-12-13,Headphones,India,8,16159,3756
2023-12-13,Smartwatch,UK,9,9838,2265
2023-12-13,Laptop,UK,3,9305,1242
2023-12-13,Smartwatch,USA,9,19083,2156
2023-12-14,Laptop,USA,9,22900,2579
2023-12-14,Tablet,India,5,39131,10031
2023-12-14,Camera,India,2,40011,6936
2023-12-14,Headphones,Canada,8,11792,2479
2023-12-14,Tablet,India,9,22658,5566
2023-12-14,Laptop,UK,4,1874,353
2023-12-15,Camera,UK,10,28803,6789
2023-12-15,Headphones,USA,10,13636,3655
2023-12-15,Camera,USA,6,4390,717
2023-12-16,Headphones,USA,7,41257,12257
2023-12-16,Camera,Canada,7,33825,5716
2023-12-16,Tablet,Germany,10,35342,7729
2023-12-16,Headphones,UK,4,48696,8971
2023-12-16,Mobile,India,4,25160,3310
2023-12-16,Headphones,Canada,4,42000,5669
2023-12-17,Tablet,UK,3,35752,9889
2023-12-17,Laptop,UK,2,11616,2484
2023-12-17,Headphones,UK,1,49132,8516
2023-12-17,Mobile,Germany,1,7781,1810
2023-12-17,Tablet,India,7,39745,11316
2023-12-17,Tablet,Canada,6,9105,2702
2023-12-18,Tablet,USA,9,15088,3534
2023-12-18,Smartwatch,Canada,8,32269,7716
2023-12-18,Headphones,Canada,5,7195,870
2023-12-18,Laptop,India,4,1385,310
2023-12-18,Camera,Germany,2,18879,3985
2023-12-19,Headphones,UK,6,5847,703
2023-12-19,Camera,India,7,15107,1949
2023-12-19,Laptop,USA,6,22330,3013
2023-12-19,Tablet,UK,9,14889,1577
2023-12-20,Headphones,Canada,10,15349,1695
2023-12-20,Mobile,Canada,9,16006,3030
2023-12-20,Mobile,India,1,32576,5687
2023-12-20,Laptop,UK,3,47908,13102
2023-12-21,Headphones,Germany,5,16781,4961
2023-12-21,Smartwatch,USA,1,23511,5637
2023-12-21,Laptop,UK,10,19269,4999
2023-12-22,Camera,India,3,4674,1194
2023-12-22,Laptop,India,2,3367,463
2023-12-22,Smartwatch,UK,10,2938,324
2023-12-22,Laptop,USA,3,7952,1846
2023-12-22,Mobile,USA,1,12444,3542
2023-12-23,Smartwatch,UK,1,2872,708
2023-12-23,Tablet,UK,9,8500,958
2023-12-23,Smartwatch,USA,9,20059,3209
2023-12-23,Headphones,UK,6,44013,10580
2023-12-24,Camera,India,3,24332,3573
2023-12-24,Laptop,UK,4,36745,10065
2023-12-24,Headphones,Canada,6,46592,10850
2023-12-24,Smartwatch,India,2,42510,10967
2023-12-24,Mobile,UK,6,2613,730
2023-12-25,Laptop,USA,6,42751,5985
2023-12-25,Headphones,India,7,41054,8261
2023-12-25,Smartwatch,UK,7,33702,6847
2023-12-25,Headphones,UK,9,36912,6570
2023-12-25,Tablet,Canada,5,45209,5353
2023-12-25,Camera,UK,5,9368,2526
2023-12-26,Laptop,USA,7,8702,2107
2023-12-26,Mobile,India,8,44273,5134
2023-12-26,Camera,India,7,23985,5438
2023-12-26,Laptop,USA,1,44897,5504
2023-12-27,Headphones,Germany,8,8528,1674
2023-12-27,Laptop,Germany,3,31312,9271
2023-12-27,Laptop,Canada,7,35967,10714
2023-12-27,Camera,UK,3,15671,3413
2023-12-27,Tablet,India,1,1316,280
2023-12-28,Smartwatch,USA,2,39396,10601
2023-12-28,Camera,USA,2,47593,4759
2023-12-28,Smartwatch,Germany,4,32229,8126
2023-12-29,Laptop,UK,9,18356,5377
2023-12-29,Laptop,USA,9,3919,967
2023-12-29,Camera,USA,9,37007,9337
2023-12-29,Laptop,UK,3,13291,2292
2023-12-30,Smartwatch,UK,3,36382,4193
2023-12-30,Camera,India,2,45853,5867
2023-12-30,Headphones,India,8,17663,2930
2023-12-30,Headphones,USA,7,8215,2385
2023-12-30,Smartwatch,USA,4,25731,5595
2023-12-31,Headphones,India,8,2121,313
2023-12-31,Mobile,India,4,28240,3117
2023-12-31,Headphones,India,2,34205,6678
2023-12-31,Smartwatch,Canada,10,9839,1537
2024-01-01,Camera,Germany,9,27815,4310
2024-01-01,Laptop,Germany,6,11847,3187
2024-01-01,Mobile,Canada,4,48508,11701
2024-01-02,Mobile,Germany,7,43326,7144
2024-01-02,Laptop,USA,5,41869,6722
2024-01-02,Camera,UK,7,45422,11922
2024-01-02,Smartwatch,USA,10,5192,1053
2024-01-02,Smartwatch,USA,5,17317,4950
2024-01-02,Headphones,USA,10,13984,3774
2024-01-03,Headphones,Germany,5,31849,9155
2024-01-03,Camera,India,7,11416,2826
2024-01-03,Laptop,USA,7,5354,857
2024-01-03,Tablet,Canada,4,19771,3368
2024-01-03,Headphones,Germany,6,23206,4192
2024-01-03,Mobile,Canada,3,40770,6275
2024-01-04,Headphones,USA,4,46054,10458
2024-01-04,Tablet,USA,4,43798,7723
2024-01-04,Tablet,India,9,21990,3694
2024-01-04,Laptop,India,4,22394,3902
2024-01-04,Mobile,India,4,36074,8655
2024-01-04,Mobile,Germany,1,41334,4834
2024-01-05,Tablet,USA,4,26248,7868
2024-01-05,Tablet,Canada,7,29103,6279
2024-01-05,Mobile,USA,4,5924,749
2024-01-05,Mobile,India,1,30510,7197
2024-01-05,Camera,UK,10,47194,12081
2024-01-05,Camera,UK,4,34110,5768
2024-01-06,Laptop,Germany,7,25606,3559
2024-01-06,Laptop,Germany,8,2964,414
2024-01-06,Tablet,India,5,41905,10545
2024-01-07,Smartwatch,USA,8,46983,5732
2024-01-07,Tablet,UK,7,47848,13281
2024-01-07,Smartwatch,USA,9,15357,2118
2024-01-07,Mobile,India,5,33352,9131
2024-01-07,Smartwatch,UK,7,21647,3896
2024-01-08,Camera,UK,1,8995,1333
2024-01-08,Laptop,Germany,6,31811,8173
2024-01-08,Mobile,India,4,44410,4657
2024-01-08,Headphones,India,8,32769,4404
2024-01-09,Mobile,Canada,7,26194,7693
2024-01-09,Camera,UK,1,4152,637
2024-01-09,Camera,Canada,3,40876,10468
2024-01-10,Camera,USA,8,47269,7618
2024-01-10,Tablet,UK,4,47725,7724
2024-01-10,Camera,India,8,4528,866
2024-01-10,Mobile,India,9,22780,5895
2024-01-10,Mobile,India,1,31554,3197
2024-01-11,Laptop,USA,1,39451,11291
2024-01-11,Camera,India,3,5751,1249
2024-01-11,Tablet,USA,1,20573,3778
2024-01-12,Tablet,USA,6,29469,5341
2024-01-12,Tablet,Germany,10,8675,2172
2024-01-12,Laptop,Germany,9,22318,2321
2024-01-12,Tablet,Canada,5,29628,3527
2024-01-13,Headphones,India,5,44023,10214
2024-01-13,Smartwatch,India,6,43702,10265
2024-01-13,Tablet,UK,4,45200,5717
2024-01-13,Tablet,Canada,3,26944,5733
2024-01-14,Camera,UK,6,36457,6529
2024-01-14,Smartwatch,Germany,10,3377,724
2024-01-14,Mobile,Germany,1,42746,10643
2024-01-14,Mobile,Germany,10,28013,5858
2024-01-14,Camera,USA,8,37801,4657
2024-01-15,Tablet,India,7,42970,8126
2024-01-15,Headphones,Canada,3,19809,4696
2024-01-15,Laptop,Canada,8,13356,1482
2024-01-16,Headphones,Germany,6,21246,2629
2024-01-16,Laptop,Germany,1,48634,11821
2024-01-16,Smartwatch,India,8,18033,5406
2024-01-16,Mobile,Canada,2,36005,4179
2024-01-16,Mobile,Canada,9,23726,5470
2024-01-16,Laptop,Germany,4,33704,5212
2024-01-17,Laptop,USA,1,5073,735
2024-01-17,Headphones,Canada,4,43537,12427
2024-01-17,Smartwatch,Canada,5,15988,2843
2024-01-17,Tablet,UK,7,29208,7456
2024-01-17,Laptop,Canada,9,25249,3581
2024-01-18,Smartwatch,USA,6,44416,9710
2024-01-18,Headphones,Canada,1,35754,4533
2024-01-18,Laptop,UK,7,33721,4743
2024-01-18,Headphones,India,4,25747,4551
2024-01-18,Smartwatch,UK,2,26860,4009
2024-01-19,Camera,Canada,6,37821,6040
2024-01-19,Laptop,India,2,47594,14000
2024-01-19,Mobile,USA,1,21273,4920
2024-01-20,Mobile,Canada,3,21531,2872
2024-01-20,Tablet,India,6,12631,1265
2024-01-20,Tablet,UK,10,43995,8357
2024-01-21,Headphones,UK,2,38807,4412
2024-01-21,Tablet,Germany,10,36691,4843
2024-01-21,Smartwatch,Germany,5,39074,4733
2024-01-21,Headphones,USA,6,2053,304
2024-01-22,Camera,Germany,3,14715,3937
2024-01-22,Tablet,India,4,25218,6065
2024-01-22,Camera,Canada,8,22928,5747
2024-01-22,Headphones,Germany,3,20415,4361
2024-01-22,Headphones,India,8,38109,10341
2024-01-22,Mobile,Germany,1,13561,1442
2024-01-23,Mobile,Canada,1,12311,1693
2024-01-23,Tablet,UK,4,10387,1168
2024-01-23,Laptop,Canada,7,34940,4607
2024-01-23,Laptop,USA,5,33102,9864
2024-01-23,Mobile,Germany,5,12997,3827
2024-01-23,Laptop,UK,6,3542,627
2024-01-24,Mobile,UK,7,4753,1318
2024-01-24,Headphones,USA,2,7635,1132
2024-01-24,Tablet,USA,6,49835,12088
2024-01-25,Camera,USA,7,45585,6851
2024-01-25,Camera,USA,2,37546,4446
2024-01-25,Smartwatch,Canada,7,27603,3341
2024-01-26,Camera,Canada,9,36662,8622
2024-01-26,Smartwatch,UK,6,6974,1906
2024-01-26,Mobile,USA,9,17475,4517
2024-01-26,Tablet,UK,2,14392,3340
2024-01-27,Laptop,Canada,10,40979,7161
2024-01-27,Mobile,UK,1,28386,7796
2024-01-27,Camera,India,8,5255,1307
2024-01-27,Camera,India,1,7869,2335
2024-01-28,Smartwatch,UK,6,48218,10990
2024-01-28,Smartwatch,USA,10,38753,9477
2024-01-28,Tablet,UK,5,49127,13282
2024-01-28,Camera,Germany,9,32777,7235
2024-01-29,Tablet,Germany,8,37107,10877
2024-01-29,Laptop,Canada,2,34319,8190
2024-01-29,Headphones,UK,5,41385,4485
2024-01-29,Headphones,USA,7,2360,279
2024-01-30,Headphones,Germany,1,4447,1053
2024-01-30,Laptop,Canada,5,42111,4288
2024-01-30,Tablet,Germany,4,4989,982
2024-01-30,Headphones,Canada,9,21005,3966
2024-01-30,Camera,Canada,9,19337,3970
2024-01-30,Mobile,India,10,28458,3913
2024-01-31,Tablet,Canada,6,39171,7468
2024-01-31,Tablet,India,9,3187,849
2024-01-31,Tablet,India,5,44852,8945
2024-02-01,Tablet,UK,9,9504,1530
2024-02-01,Camera,USA,4,31726,9121
2024-02-01,Tablet,USA,4,11735,2339
2024-02-01,Mobile,USA,4,34071,5981
2024-02-01,Headphones,USA,8,14160,3739
2024-02-01,Smartwatch,Canada,10,19413,2977
2024-02-02,Mobile,Germany,9,24127,6253
2024-02-02,Tablet,India,3,48862,10918
2024-02-02,Mobile,India,4,35899,8014
2024-02-02,Laptop,Germany,3,37648,9530
2024-02-02,Laptop,Germany,5,11561,1615
2024-02-03,Smartwatch,UK,7,41545,11211
2024-02-03,Camera,Germany,2,17512,3978
2024-02-03,Smartwatch,UK,9,11497,2628
2024-02-04,Tablet,Germany,2,20316,5135
2024-02-04,Headphones,India,10,39583,8346
2024-02-04,Mobile,Canada,9,20853,5428
2024-02-04,Tablet,USA,5,44769,5507
2024-02-04,Smartwatch,India,4,11121,3022
2024-02-05,Smartwatch,India,1,16605,4883
2024-02-05,Tablet,Germany,6,2691,803
2024-02-05,Laptop,UK,5,5857,1141
2024-02-06,Camera,USA,3,22073,4606
