date,product,sales,users
2024-04-27,Game Pass,19357,437
2024-04-27,Premium Subscription,25311,472
2024-04-27,In-game Purchase,14053,277
2024-04-28,Game Pass,19970,353
2024-04-28,Premium Subscription,22625,534
2024-04-28,In-game Purchase,12088,292
2024-04-29,Game Pass,14123,244
2024-04-29,Premium Subscription,18593,310
2024-04-29,In-game Purchase,9592,160
2024-04-30,Game Pass,15560,296
2024-04-30,Premium Subscription,18259,405
2024-04-30,In-game Purchase,9668,172
2024-05-01,Game Pass,14870,363
2024-05-01,Premium Subscription,17643,366
2024-05-01,In-game Purchase,9740,191
2024-05-02,Game Pass,13840,280
2024-05-02,Premium Subscription,16712,333
2024-05-02,In-game Purchase,9603,200
2024-05-03,Game Pass,15313,360
2024-05-03,Premium Subscription,18709,327
2024-05-03,In-game Purchase,9468,175
2024-05-04,Game Pass,20448,505
2024-05-04,Premium Subscription,24115,522
2024-05-04,In-game Purchase,13177,288
2024-05-05,Game Pass,19451,407
2024-05-05,Premium Subscription,25199,534
2024-05-05,In-game Purchase,13953,251
2024-05-06,Game Pass,13397,277
2024-05-06,Premium Subscription,17642,312
2024-05-06,In-game Purchase,10162,227
2024-05-07,Game Pass,13866,322
2024-05-07,Premium Subscription,18817,406
2024-05-07,In-game Purchase,10923,201
2024-05-08,Game Pass,15336,276
2024-05-08,Premium Subscription,17253,299
2024-05-08,In-game Purchase,10255,231
2024-05-09,Game Pass,15740,296
2024-05-09,Premium Subscription,19420,327
2024-05-09,In-game Purchase,10833,200
2024-05-10,Game Pass,14906,297
2024-05-10,Premium Subscription,18057,366
2024-05-10,In-game Purchase,9662,224
2024-05-11,Game Pass,18986,325
2024-05-11,Premium Subscription,24094,563
2024-05-11,In-game Purchase,13102,228
2024-05-12,Game Pass,18968,387
2024-05-12,Premium Subscription,23655,453
2024-05-12,In-game Purchase,12337,290
2024-05-13,Game Pass,13622,235
2024-05-13,Premium Subscription,19591,353
2024-05-13,In-game Purchase,11016,185
2024-05-14,Game Pass,14310,338
2024-05-14,Premium Subscription,17549,327
2024-05-14,In-game Purchase,8428,145
2024-05-15,Game Pass,13897,286
2024-05-15,Premium Subscription,17272,303
2024-05-15,In-game Purchase,10646,227
2024-05-16,Game Pass,14985,312
2024-05-16,Premium Subscription,19140,399
2024-05-16,In-game Purchase,10769,207
2024-05-17,Game Pass,15228,376
2024-05-17,Premium Subscription,20516,511
2024-05-17,In-game Purchase,10287,182
2024-05-18,Game Pass,18842,346
2024-05-18,Premium Subscription,23252,405
2024-05-18,In-game Purchase,12749,214
2024-05-19,Game Pass,19611,350
2024-05-19,Premium Subscription,24623,490
2024-05-19,In-game Purchase,12874,268
2024-05-20,Game Pass,14585,298
2024-05-20,Premium Subscription,19220,440
2024-05-20,In-game Purchase,10141,190
2024-05-21,Game Pass,13958,233
2024-05-21,Premium Subscription,17035,321
2024-05-21,In-game Purchase,9231,201
2024-05-22,Game Pass,14200,244
2024-05-22,Premium Subscription,17661,336
2024-05-22,In-game Purchase,9575,169
2024-05-23,Game Pass,15089,313
2024-05-23,Premium Subscription,18798,339
2024-05-23,In-game Purchase,9464,224
2024-05-24,Game Pass,14304,262
2024-05-24,Premium Subscription,19758,430
2024-05-24,In-game Purchase,9295,155
2024-05-25,Game Pass,19494,348
2024-05-25,Premium Subscription,23574,469
2024-05-25,In-game Purchase,11580,206
2024-05-26,Game Pass,19069,431
2024-05-26,Premium Subscription,24771,513
2024-05-26,In-game Purchase,12962,230
2024-05-27,Game Pass,14627,269
2024-05-27,Premium Subscription,18834,345
2024-05-27,In-game Purchase,9252,180
2024-05-28,Game Pass,13928,247
2024-05-28,Premium Subscription,16744,330
2024-05-28,In-game Purchase,9259,162
2024-05-29,Game Pass,14370,300
2024-05-29,Premium Subscription,17666,299
2024-05-29,In-game Purchase,9386,158
2024-05-30,Game Pass,14773,362
2024-05-30,Premium Subscription,16185,306
2024-05-30,In-game Purchase,8358,203
2024-05-31,Game Pass,13339,331
2024-05-31,Premium Subscription,18435,413
2024-05-31,In-game Purchase,9372,160
2024-06-01,Game Pass,17363,433
2024-06-01,Premium Subscription,21918,420
2024-06-01,In-game Purchase,12495,239
2024-06-02,Game Pass,17805,374
2024-06-02,Premium Subscription,23735,496
2024-06-02,In-game Purchase,12707,279
2024-06-03,Game Pass,13888,267
2024-06-03,Premium Subscription,17882,300
2024-06-03,In-game Purchase,9967,167
2024-06-04,Game Pass,13968,246
2024-06-04,Premium Subscription,16372,285
2024-06-04,In-game Purchase,9517,188
2024-06-05,Game Pass,13878,308
2024-06-05,Premium Subscription,17446,419
2024-06-05,In-game Purchase,9916,166
2024-06-06,Game Pass,14768,281
2024-06-06,Premium Subscription,16888,334
2024-06-06,In-game Purchase,8890,163
2024-06-07,Game Pass,14349,327
2024-06-07,Premium Subscription,16866,306
2024-06-07,In-game Purchase,9549,204
2024-06-08,Game Pass,16001,355
2024-06-08,Premium Subscription,21626,457
2024-06-08,In-game Purchase,12685,303
2024-06-09,Game Pass,18194,377
2024-06-09,Premium Subscription,21630,434
2024-06-09,In-game Purchase,12949,222
2024-06-10,Game Pass,12851,231
2024-06-10,Premium Subscription,16116,281
2024-06-10,In-game Purchase,9009,176
2024-06-11,Game Pass,13415,241
2024-06-11,Premium Subscription,15793,356
2024-06-11,In-game Purchase,8993,212
2024-06-12,Game Pass,14125,244
2024-06-12,Premium Subscription,17375,359
2024-06-12,In-game Purchase,9127,212
2024-06-13,Game Pass,13870,277
2024-06-13,Premium Subscription,18116,399
2024-06-13,In-game Purchase,8933,186
2024-06-14,Game Pass,13484,329
2024-06-14,Premium Subscription,18161,423
2024-06-14,In-game Purchase,9264,216
2024-06-15,Game Pass,16655,390
2024-06-15,Premium Subscription,22624,483
2024-06-15,In-game Purchase,11079,243
2024-06-16,Game Pass,17770,362
2024-06-16,Premium Subscription,22670,478
2024-06-16,In-game Purchase,11116,215
2024-06-17,Game Pass,14199,260
2024-06-17,Premium Subscription,16498,285
2024-06-17,In-game Purchase,8595,157
2024-06-18,Game Pass,12827,218
2024-06-18,Premium Subscription,17045,288
2024-06-18,In-game Purchase,9109,163
2024-06-19,Game Pass,13414,313
2024-06-19,Premium Subscription,16316,299
2024-06-19,In-game Purchase,9245,212
2024-06-20,Game Pass,13512,290
2024-06-20,Premium Subscription,16678,365
2024-06-20,In-game Purchase,9714,173
2024-06-21,Game Pass,14248,309
2024-06-21,Premium Subscription,16299,358
2024-06-21,In-game Purchase,8818,197
2024-06-22,Game Pass,17313,342
2024-06-22,Premium Subscription,21740,479
2024-06-22,In-game Purchase,12999,253
2024-06-23,Game Pass,16555,303
2024-06-23,Premium Subscription,21658,393
2024-06-23,In-game Purchase,11633,256
2024-06-24,Game Pass,13690,286
2024-06-24,Premium Subscription,16415,373
2024-06-24,In-game Purchase,8070,161
2024-06-25,Game Pass,13532,248
2024-06-25,Premium Subscription,16676,296
2024-06-25,In-game Purchase,8451,205
2024-06-26,Game Pass,13067,236
2024-06-26,Premium Subscription,16601,365
2024-06-26,In-game Purchase,8894,191
2024-06-27,Game Pass,12844,300
2024-06-27,Premium Subscription,15453,267
2024-06-27,In-game Purchase,8977,168
2024-06-28,Game Pass,14399,302
2024-06-28,Premium Subscription,15609,338
2024-06-28,In-game Purchase,9285,227
2024-06-29,Game Pass,16797,306
2024-06-29,Premium Subscription,19789,382
2024-06-29,In-game Purchase,11557,225
2024-06-30,Game Pass,17831,328
2024-06-30,Premium Subscription,22078,459
2024-06-30,In-game Purchase,11894,247
2024-07-01,Game Pass,13015,299
2024-07-01,Premium Subscription,15935,293
2024-07-01,In-game Purchase,8308,161
2024-07-02,Game Pass,12807,234
2024-07-02,Premium Subscription,15777,379
2024-07-02,In-game Purchase,8492,147
2024-07-03,Game Pass,13676,275
2024-07-03,Premium Subscription,16577,287
2024-07-03,In-game Purchase,8883,190
2024-07-04,Game Pass,11281,221
2024-07-04,Premium Subscription,16180,363
2024-07-04,In-game Purchase,8365,196
2024-07-05,Game Pass,12884,297
2024-07-05,Premium Subscription,15520,279
2024-07-05,In-game Purchase,9122,159
2024-07-06,Game Pass,18409,335
2024-07-06,Premium Subscription,20408,491
2024-07-06,In-game Purchase,11524,199
2024-07-07,Game Pass,17072,376
2024-07-07,Premium Subscription,19964,357
2024-07-07,In-game Purchase,11420,245
2024-07-08,Game Pass,12860,258
2024-07-08,Premium Subscription,15859,269
2024-07-08,In-game Purchase,9173,176
2024-07-09,Game Pass,11903,219
2024-07-09,Premium Subscription,15093,259
2024-07-09,In-game Purchase,8187,203
2024-07-10,Game Pass,12395,237
2024-07-10,Premium Subscription,16790,294
2024-07-10,In-game Purchase,7783,162
2024-07-11,Game Pass,12679,281
2024-07-11,Premium Subscription,17099,345
2024-07-11,In-game Purchase,9299,169
2024-07-12,Game Pass,12527,252
2024-07-12,Premium Subscription,14761,302
2024-07-12,In-game Purchase,8043,196
2024-07-13,Game Pass,16646,367
2024-07-13,Premium Subscription,19563,354
2024-07-13,In-game Purchase,10361,252
2024-07-14,Game Pass,14712,282
2024-07-14,Premium Subscription,19579,404
2024-07-14,In-game Purchase,10708,191
2024-07-15,Game Pass,11959,255
2024-07-15,Premium Subscription,14625,319
2024-07-15,In-game Purchase,8720,171
2024-07-16,Game Pass,13619,314
2024-07-16,Premium Subscription,15893,341
2024-07-16,In-game Purchase,8234,143
2024-07-17,Game Pass,10725,187
2024-07-17,Premium Subscription,15159,264
2024-07-17,In-game Purchase,7980,150
2024-07-18,Game Pass,12193,280
2024-07-18,Premium Subscription,17218,368
2024-07-18,In-game Purchase,8803,205
2024-07-19,Game Pass,12513,230
2024-07-19,Premium Subscription,14352,280
2024-07-19,In-game Purchase,8510,195
2024-07-20,Game Pass,15981,390
2024-07-20,Premium Subscription,20433,361
2024-07-20,In-game Purchase,10768,220
2024-07-21,Game Pass,16191,363
2024-07-21,Premium Subscription,19243,366
2024-07-21,In-game Purchase,9689,166
2024-07-22,Game Pass,11281,213
2024-07-22,Premium Subscription,14637,316
2024-07-22,In-game Purchase,8632,195
2024-07-23,Game Pass,13012,318
2024-07-23,Premium Subscription,14974,283
2024-07-23,In-game Purchase,8418,167
2024-07-24,Game Pass,11719,202
2024-07-24,Premium Subscription,16335,303
2024-07-24,In-game Purchase,7928,141
2024-07-25,Game Pass,13708,294
2024-07-25,Premium Subscription,14882,249
2024-07-25,In-game Purchase,7749,166
2024-07-26,Game Pass,12676,235
2024-07-26,Premium Subscription,15539,261
2024-07-26,In-game Purchase,8230,138
2024-07-27,Game Pass,14902,251
2024-07-27,Premium Subscription,20605,474
2024-07-27,In-game Purchase,10729,192
2024-07-28,Game Pass,15665,313
2024-07-28,Premium Subscription,19549,471
2024-07-28,In-game Purchase,10295,192
2024-07-29,Game Pass,13103,234
2024-07-29,Premium Subscription,14669,257
2024-07-29,In-game Purchase,7746,155
2024-07-30,Game Pass,11750,227
2024-07-30,Premium Subscription,14642,339
2024-07-30,In-game Purchase,8038,164
2024-07-31,Game Pass,11758,262
2024-07-31,Premium Subscription,13981,327
2024-07-31,In-game Purchase,8161,146
2024-08-01,Game Pass,12159,303
2024-08-01,Premium Subscription,14013,243
2024-08-01,In-game Purchase,7050,120
2024-08-02,Game Pass,12310,283
2024-08-02,Premium Subscription,14451,284
2024-08-02,In-game Purchase,7900,189
2024-08-03,Game Pass,15873,291
2024-08-03,Premium Subscription,20306,451
2024-08-03,In-game Purchase,10418,206
2024-08-04,Game Pass,15763,364
2024-08-04,Premium Subscription,19638,347
2024-08-04,In-game Purchase,10513,180
2024-08-05,Game Pass,11752,197
2024-08-05,Premium Subscription,15359,264
2024-08-05,In-game Purchase,7878,144
2024-08-06,Game Pass,11750,281
2024-08-06,Premium Subscription,14016,258
2024-08-06,In-game Purchase,7858,185
2024-08-07,Game Pass,12127,215
2024-08-07,Premium Subscription,14886,257
2024-08-07,In-game Purchase,7937,163
2024-08-08,Game Pass,11320,204
2024-08-08,Premium Subscription,14641,320
2024-08-08,In-game Purchase,7999,135
2024-08-09,Game Pass,11802,201
2024-08-09,Premium Subscription,14044,238
2024-08-09,In-game Purchase,7905,173
2024-08-10,Game Pass,15117,316
2024-08-10,Premium Subscription,18434,344
2024-08-10,In-game Purchase,10630,200
2024-08-11,Game Pass,13629,228
2024-08-11,Premium Subscription,18989,451
2024-08-11,In-game Purchase,8822,179
2024-08-12,Game Pass,11662,198
2024-08-12,Premium Subscription,13660,341
2024-08-12,In-game Purchase,8065,175
2024-08-13,Game Pass,12582,262
2024-08-13,Premium Subscription,14267,244
2024-08-13,In-game Purchase,7052,173
2024-08-14,Game Pass,12742,248
2024-08-14,Premium Subscription,14790,249
2024-08-14,In-game Purchase,7900,169
2024-08-15,Game Pass,11326,255
2024-08-15,Premium Subscription,14236,276
2024-08-15,In-game Purchase,7049,150
2024-08-16,Game Pass,11759,235
2024-08-16,Premium Subscription,14863,347
2024-08-16,In-game Purchase,7838,144
2024-08-17,Game Pass,14508,243
2024-08-17,Premium Subscription,16992,334
2024-08-17,In-game Purchase,10483,203
2024-08-18,Game Pass,15149,319
2024-08-18,Premium Subscription,18602,314
2024-08-18,In-game Purchase,10033,186
2024-08-19,Game Pass,11694,289
2024-08-19,Premium Subscription,15206,274
2024-08-19,In-game Purchase,7835,133
2024-08-20,Game Pass,11143,275
2024-08-20,Premium Subscription,14790,313
2024-08-20,In-game Purchase,7791,157
2024-08-21,Game Pass,11640,267
2024-08-21,Premium Subscription,14262,249
2024-08-21,In-game Purchase,7212,133
2024-08-22,Game Pass,10061,202
2024-08-22,Premium Subscription,15333,277
2024-08-22,In-game Purchase,7119,134
2024-08-23,Game Pass,11012,275
2024-08-23,Premium Subscription,14289,288
2024-08-23,In-game Purchase,7685,157
2024-08-24,Game Pass,13940,252
2024-08-24,Premium Subscription,19574,455
2024-08-24,In-game Purchase,10236,177
2024-08-25,Game Pass,14543,346
2024-08-25,Premium Subscription,18861,318
2024-08-25,In-game Purchase,9466,162
2024-08-26,Game Pass,11190,259
2024-08-26,Premium Subscription,13564,261
2024-08-26,In-game Purchase,7284,149
2024-08-27,Game Pass,10208,177
2024-08-27,Premium Subscription,14141,295
2024-08-27,In-game Purchase,7527,159
2024-08-28,Game Pass,10840,234
2024-08-28,Premium Subscription,13789,238
2024-08-28,In-game Purchase,7421,172
2024-08-29,Game Pass,10503,211
2024-08-29,Premium Subscription,14402,352
2024-08-29,In-game Purchase,6855,120
2024-08-30,Game Pass,11826,266
2024-08-30,Premium Subscription,14295,279
2024-08-30,In-game Purchase,6625,147
2024-08-31,Game Pass,14976,319
2024-08-31,Premium Subscription,19295,429
2024-08-31,In-game Purchase,9114,217
2024-09-01,Game Pass,13121,324
2024-09-01,Premium Subscription,17274,310
2024-09-01,In-game Purchase,9661,208
2024-09-02,Game Pass,11643,242
2024-09-02,Premium Subscription,12984,244
2024-09-02,In-game Purchase,7652,133
2024-09-03,Game Pass,11089,262
2024-09-03,Premium Subscription,13538,332
2024-09-03,In-game Purchase,7501,154
2024-09-04,Game Pass,11042,251
2024-09-04,Premium Subscription,13987,276
2024-09-04,In-game Purchase,7909,151
2024-09-05,Game Pass,11151,189
2024-09-05,Premium Subscription,13756,272
2024-09-05,In-game Purchase,7879,149
2024-09-06,Game Pass,9867,172
2024-09-06,Premium Subscription,13502,256
2024-09-06,In-game Purchase,7671,138
2024-09-07,Game Pass,14784,315
2024-09-07,Premium Subscription,16549,355
2024-09-07,In-game Purchase,9290,168
2024-09-08,Game Pass,14776,309
2024-09-08,Premium Subscription,18927,430
2024-09-08,In-game Purchase,9470,159
2024-09-09,Game Pass,10023,241
2024-09-09,Premium Subscription,13244,280
2024-09-09,In-game Purchase,7620,134
2024-09-10,Game Pass,11311,216
2024-09-10,Premium Subscription,14048,314
2024-09-10,In-game Purchase,7247,148
2024-09-11,Game Pass,11365,270
2024-09-11,Premium Subscription,13698,259
2024-09-11,In-game Purchase,6295,124
2024-09-12,Game Pass,12223,243
2024-09-12,Premium Subscription,13756,296
2024-09-12,In-game Purchase,6678,137
2024-09-13,Game Pass,11075,190
2024-09-13,Premium Subscription,13864,277
2024-09-13,In-game Purchase,7435,170
2024-09-14,Game Pass,14545,297
2024-09-14,Premium Subscription,18332,405
2024-09-14,In-game Purchase,10164,233
2024-09-15,Game Pass,14116,259
2024-09-15,Premium Subscription,17765,352
2024-09-15,In-game Purchase,9280,210
2024-09-16,Game Pass,11087,216
2024-09-16,Premium Subscription,14299,317
2024-09-16,In-game Purchase,7038,140
2024-09-17,Game Pass,11399,276
2024-09-17,Premium Subscription,13925,235
2024-09-17,In-game Purchase,6732,149
2024-09-18,Game Pass,11335,194
2024-09-18,Premium Subscription,13282,226
2024-09-18,In-game Purchase,7104,132
2024-09-19,Game Pass,11168,241
2024-09-19,Premium Subscription,14120,288
2024-09-19,In-game Purchase,7789,178
2024-09-20,Game Pass,11238,212
2024-09-20,Premium Subscription,14329,251
2024-09-20,In-game Purchase,7309,146
2024-09-21,Game Pass,14865,316
2024-09-21,Premium Subscription,15741,297
2024-09-21,In-game Purchase,9043,156
2024-09-22,Game Pass,13756,248
2024-09-22,Premium Subscription,18363,398
2024-09-22,In-game Purchase,9839,220
2024-09-23,Game Pass,10128,250
2024-09-23,Premium Subscription,13673,325
2024-09-23,In-game Purchase,7434,124
2024-09-24,Game Pass,11821,289
2024-09-24,Premium Subscription,13754,242
2024-09-24,In-game Purchase,7591,188
2024-09-25,Game Pass,10968,209
2024-09-25,Premium Subscription,13655,296
2024-09-25,In-game Purchase,7007,122
2024-09-26,Game Pass,10496,261
2024-09-26,Premium Subscription,12110,271
2024-09-26,In-game Purchase,6956,138
2024-09-27,Game Pass,11096,205
2024-09-27,Premium Subscription,13490,315
2024-09-27,In-game Purchase,7007,134
2024-09-28,Game Pass,12620,261
2024-09-28,Premium Subscription,18963,332
2024-09-28,In-game Purchase,9417,162
2024-09-29,Game Pass,15167,265
2024-09-29,Premium Subscription,17096,378
2024-09-29,In-game Purchase,9806,180
2024-09-30,Game Pass,11666,257
2024-09-30,Premium Subscription,13353,270
2024-09-30,In-game Purchase,7603,142
2024-10-01,Game Pass,10499,194
2024-10-01,Premium Subscription,13765,258
2024-10-01,In-game Purchase,7304,124
2024-10-02,Game Pass,10811,185
2024-10-02,Premium Subscription,13570,261
2024-10-02,In-game Purchase,6464,141
2024-10-03,Game Pass,11120,222
2024-10-03,Premium Subscription,13088,230
2024-10-03,In-game Purchase,6650,148
2024-10-04,Game Pass,10820,208
2024-10-04,Premium Subscription,13664,320
2024-10-04,In-game Purchase,6935,146
2024-10-05,Game Pass,14736,255
2024-10-05,Premium Subscription,18535,313
2024-10-05,In-game Purchase,9114,169
2024-10-06,Game Pass,14878,251
2024-10-06,Premium Subscription,19373,378
2024-10-06,In-game Purchase,9697,168
2024-10-07,Game Pass,11095,205
2024-10-07,Premium Subscription,14228,274
2024-10-07,In-game Purchase,7127,139
2024-10-08,Game Pass,9499,223
2024-10-08,Premium Subscription,13479,248
2024-10-08,In-game Purchase,7191,156
2024-10-09,Game Pass,11781,252
2024-10-09,Premium Subscription,13218,229
2024-10-09,In-game Purchase,7220,158
2024-10-10,Game Pass,10299,178
2024-10-10,Premium Subscription,12918,288
2024-10-10,In-game Purchase,7004,150
2024-10-11,Game Pass,10729,216
2024-10-11,Premium Subscription,13362,317
2024-10-11,In-game Purchase,7815,169
2024-10-12,Game Pass,14203,320
2024-10-12,Premium Subscription,17581,300
2024-10-12,In-game Purchase,9632,162
2024-10-13,Game Pass,13920,332
2024-10-13,Premium Subscription,17395,412
2024-10-13,In-game Purchase,9468,178
2024-10-14,Game Pass,11622,245
2024-10-14,Premium Subscription,14230,302
2024-10-14,In-game Purchase,7457,163
2024-10-15,Game Pass,11095,249
2024-10-15,Premium Subscription,15011,287
2024-10-15,In-game Purchase,6971,156
2024-10-16,Game Pass,11093,212
2024-10-16,Premium Subscription,14483,280
2024-10-16,In-game Purchase,7398,145
2024-10-17,Game Pass,11883,215
2024-10-17,Premium Subscription,14485,291
2024-10-17,In-game Purchase,7734,136
2024-10-18,Game Pass,11170,202
2024-10-18,Premium Subscription,13160,251
2024-10-18,In-game Purchase,7827,154
2024-10-19,Game Pass,14762,328
2024-10-19,Premium Subscription,18578,429
2024-10-19,In-game Purchase,9734,170
2024-10-20,Game Pass,13521,276
2024-10-20,Premium Subscription,16979,317
2024-10-20,In-game Purchase,9911,180
2024-10-21,Game Pass,10726,230
2024-10-21,Premium Subscription,13961,252
2024-10-21,In-game Purchase,7780,156
2024-10-22,Game Pass,10974,226
2024-10-22,Premium Subscription,13526,328
2024-10-22,In-game Purchase,8238,149
2024-10-23,Game Pass,9581,197
2024-10-23,Premium Subscription,14156,304
2024-10-23,In-game Purchase,7484,139
2024-10-24,Game Pass,11141,271
2024-10-24,Premium Subscription,14926,281
2024-10-24,In-game Purchase,7797,192
2024-10-25,Game Pass,11620,198
2024-10-25,Premium Subscription,14263,271
2024-10-25,In-game Purchase,7186,126
2024-10-26,Game Pass,15497,355
2024-10-26,Premium Subscription,19485,376
2024-10-26,In-game Purchase,9381,161
2024-10-27,Game Pass,13693,278
2024-10-27,Premium Subscription,19033,434
2024-10-27,In-game Purchase,9882,204
2024-10-28,Game Pass,10973,257
2024-10-28,Premium Subscription,13747,304
2024-10-28,In-game Purchase,8152,152
2024-10-29,Game Pass,12757,305
2024-10-29,Premium Subscription,15133,315
2024-10-29,In-game Purchase,7252,135
2024-10-30,Game Pass,11838,199
2024-10-30,Premium Subscription,13246,302
2024-10-30,In-game Purchase,7247,142
2024-10-31,Game Pass,12634,231
2024-10-31,Premium Subscription,13187,243
2024-10-31,In-game Purchase,7693,188
2024-11-01,Game Pass,10398,250
2024-11-01,Premium Subscription,14293,239
2024-11-01,In-game Purchase,7704,168
2024-11-02,Game Pass,14604,300
2024-11-02,Premium Subscription,19864,399
2024-11-02,In-game Purchase,9902,220
2024-11-03,Game Pass,15460,258
2024-11-03,Premium Subscription,21093,399
2024-11-03,In-game Purchase,10260,179
2024-11-04,Game Pass,11912,235
2024-11-04,Premium Subscription,14006,320
2024-11-04,In-game Purchase,7996,170
2024-11-05,Game Pass,10683,199
2024-11-05,Premium Subscription,14033,241
2024-11-05,In-game Purchase,8190,179
2024-11-06,Game Pass,12319,276
2024-11-06,Premium Subscription,14786,318
2024-11-06,In-game Purchase,7676,146
2024-11-07,Game Pass,12041,240
2024-11-07,Premium Subscription,15543,302
2024-11-07,In-game Purchase,7689,182
2024-11-08,Game Pass,11819,216
2024-11-08,Premium Subscription,13611,235
2024-11-08,In-game Purchase,8584,204
2024-11-09,Game Pass,14659,310
2024-11-09,Premium Subscription,21342,479
2024-11-09,In-game Purchase,9650,211
2024-11-10,Game Pass,17103,314
2024-11-10,Premium Subscription,19242,362
2024-11-10,In-game Purchase,10429,192
2024-11-11,Game Pass,11415,246
2024-11-11,Premium Subscription,15237,301
2024-11-11,In-game Purchase,8001,142
2024-11-12,Game Pass,11908,273
2024-11-12,Premium Subscription,15696,319
2024-11-12,In-game Purchase,8294,167
2024-11-13,Game Pass,11683,200
2024-11-13,Premium Subscription,15483,319
2024-11-13,In-game Purchase,8258,149
2024-11-14,Game Pass,12304,213
2024-11-14,Premium Subscription,15148,325
2024-11-14,In-game Purchase,7970,139
2024-11-15,Game Pass,10978,212
2024-11-15,Premium Subscription,15085,266
2024-11-15,In-game Purchase,8106,139
2024-11-16,Game Pass,15338,262
2024-11-16,Premium Subscription,21405,528
2024-11-16,In-game Purchase,10254,184
2024-11-17,Game Pass,16544,362
2024-11-17,Premium Subscription,19617,416
2024-11-17,In-game Purchase,10826,195
2024-11-18,Game Pass,12129,212
2024-11-18,Premium Subscription,15747,284
2024-11-18,In-game Purchase,8045,136
2024-11-19,Game Pass,11508,262
2024-11-19,Premium Subscription,14643,355
2024-11-19,In-game Purchase,8220,165
2024-11-20,Game Pass,12502,241
2024-11-20,Premium Subscription,15381,289
2024-11-20,In-game Purchase,8078,183
2024-11-21,Game Pass,11971,280
2024-11-21,Premium Subscription,14491,283
2024-11-21,In-game Purchase,7983,160
2024-11-22,Game Pass,13272,286
2024-11-22,Premium Subscription,15354,290
2024-11-22,In-game Purchase,8376,187
2024-11-23,Game Pass,15916,325
2024-11-23,Premium Subscription,20010,373
2024-11-23,In-game Purchase,11768,283
2024-11-24,Game Pass,16802,294
2024-11-24,Premium Subscription,20702,494
2024-11-24,In-game Purchase,11508,201
2024-11-25,Game Pass,12605,217
2024-11-25,Premium Subscription,15137,365
2024-11-25,In-game Purchase,8231,194
2024-11-26,Game Pass,13092,238
2024-11-26,Premium Subscription,15199,329
2024-11-26,In-game Purchase,8313,168
2024-11-27,Game Pass,12736,240
2024-11-27,Premium Subscription,17130,370
2024-11-27,In-game Purchase,8104,190
2024-11-28,Game Pass,12982,247
2024-11-28,Premium Subscription,16417,410
2024-11-28,In-game Purchase,8115,155
2024-11-29,Game Pass,11509,206
2024-11-29,Premium Subscription,15818,298
2024-11-29,In-game Purchase,7829,185
2024-11-30,Game Pass,17114,406
2024-11-30,Premium Subscription,21939,367
2024-11-30,In-game Purchase,11493,199
2024-12-01,Game Pass,15793,378
2024-12-01,Premium Subscription,20516,406
2024-12-01,In-game Purchase,11201,236
2024-12-02,Game Pass,12719,242
2024-12-02,Premium Subscription,15885,277
2024-12-02,In-game Purchase,8069,161
2024-12-03,Game Pass,13650,244
2024-12-03,Premium Subscription,16400,298
2024-12-03,In-game Purchase,8502,147
2024-12-04,Game Pass,12366,277
2024-12-04,Premium Subscription,16042,378
2024-12-04,In-game Purchase,8330,148
2024-12-05,Game Pass,13550,301
2024-12-05,Premium Subscription,15876,278
2024-12-05,In-game Purchase,8305,152
2024-12-06,Game Pass,12744,307
2024-12-06,Premium Subscription,14724,267
2024-12-06,In-game Purchase,8198,155
2024-12-07,Game Pass,16129,287
2024-12-07,Premium Subscription,21357,402
2024-12-07,In-game Purchase,11441,236
2024-12-08,Game Pass,19661,372
2024-12-08,Premium Subscription,20496,468
2024-12-08,In-game Purchase,10858,233
2024-12-09,Game Pass,12607,313
2024-12-09,Premium Subscription,16948,323
2024-12-09,In-game Purchase,8405,145
2024-12-10,Game Pass,12430,214
2024-12-10,Premium Subscription,16817,413
2024-12-10,In-game Purchase,8867,195
2024-12-11,Game Pass,13581,284
2024-12-11,Premium Subscription,16885,384
2024-12-11,In-game Purchase,9062,155
2024-12-12,Game Pass,13718,240
2024-12-12,Premium Subscription,15115,253
2024-12-12,In-game Purchase,10957,249
2024-12-13,Game Pass,13178,238
2024-12-13,Premium Subscription,17187,340
2024-12-13,In-game Purchase,9451,200
2024-12-14,Game Pass,16965,419
2024-12-14,Premium Subscription,21001,462
2024-12-14,In-game Purchase,11480,215
2024-12-15,Game Pass,17298,328
2024-12-15,Premium Subscription,21282,468
2024-12-15,In-game Purchase,11251,210
2024-12-16,Game Pass,14771,255
2024-12-16,Premium Subscription,17015,351
2024-12-16,In-game Purchase,8851,176
2024-12-17,Game Pass,14190,314
2024-12-17,Premium Subscription,18640,339
2024-12-17,In-game Purchase,9012,173
2024-12-18,Game Pass,13683,277
2024-12-18,Premium Subscription,17625,340
2024-12-18,In-game Purchase,9699,186
2024-12-19,Game Pass,13725,335
2024-12-19,Premium Subscription,17197,371
2024-12-19,In-game Purchase,9025,217
2024-12-20,Game Pass,13555,283
2024-12-20,Premium Subscription,17207,327
2024-12-20,In-game Purchase,9022,205
2024-12-21,Game Pass,18195,373
2024-12-21,Premium Subscription,20984,421
2024-12-21,In-game Purchase,12570,266
2024-12-22,Game Pass,18203,324
2024-12-22,Premium Subscription,22371,475
2024-12-22,In-game Purchase,11379,201
2024-12-23,Game Pass,13109,295
2024-12-23,Premium Subscription,16832,381
2024-12-23,In-game Purchase,8576,147
